Date,Original,Trendline,Prediction
2020-08-01,1.80856832,3.6111475668358253,
2020-09-01,1.986366396,3.7346333097161732,
2020-10-01,3.631098918,3.858119052596521,
2020-11-01,4.036717504,3.981604795476869,
2020-12-01,5.433407196,4.105090538357217,
2021-01-01,3.837807909,4.096473575112213,
2021-02-01,4.477140689,4.219959317992561,
2021-03-01,5.097923851,4.343445060872909,
2021-04-01,4.60269756,4.466930803753257,
2021-05-01,4.914513625,4.590416546633605,
2021-06-01,5.150982912,4.713902289513953,
2021-07-01,5.235179939,4.837388032394301,
2021-08-01,5.218812724,4.960873775274649,
2021-09-01,4.858362367,5.084359518154997,
2021-10-01,5.175174082,5.207845261035345,
2021-11-01,5.544046594,5.331331003915693,
2021-12-01,5.390194912,5.454816746796041,
2022-01-01,6.191918745,5.446199783551037,
2022-02-01,5.638736552,5.569685526431385,
2022-03-01,6.179373242,5.693171269311733,
2022-04-01,6.000899019,5.816657012192081,
2022-05-01,6.73484298,5.940142755072429,
2022-06-01,6.335172101,6.063628497952777,
2022-07-01,6.324974537,6.187114240833125,
2022-08-01,7.565692402,6.310599983713473,
2022-09-01,6.425640692,6.434085726593821,
2022-10-01,9.546297404,6.557571469474169,
2022-11-01,6.656171624,6.681057212354517,
2022-12-01,8.331250548,6.804542955234865,
2023-01-01,7.768033889,6.795925991989861,
2023-02-01,6.597030165,6.919411734870209,
2023-03-01,7.01362714,7.042897477750557,
2023-04-01,6.975864689,7.166383220630905,
2023-05-01,6.212478668,7.289868963511253,
2023-06-01,6.08936519,7.413354706391601,
2023-07-01,6.927565821,7.536840449271949,
2023-08-01,8.102525559,7.660326192152297,
2023-09-01,7.726865046,7.783811935032645,
2023-10-01,7.913496188,7.907297677912993,
2023-11-01,8.505707657,8.030783420793341,
2023-12-01,8.328641267,8.154269163673689,
2024-01-01,8.359529058,8.145652200428685,
2024-02-01,7.026706845,8.269137943309033,
2024-03-01,7.151326389,8.392623686189381,
2024-04-01,7.639291336,8.51610942906973,7.639291336
2024-05-01,,8.639595171950077,7.8023094837750415
2024-06-01,,8.763080914830425,7.748546439835213
2024-07-01,,8.886566657710773,7.8471453313903865
2024-08-01,,9.010052400591121,8.491537846900565
2024-09-01,,9.133538143471469,8.483042516690743
