Date,Original,Trendline,Prediction
2020-08-01,21688.0,104720.92493143678,
2020-09-01,53049.0,100991.19820864499,
2020-10-01,140071.0,97261.47148586065,
2020-11-01,210068.0,93531.74476306885,
2020-12-01,52671.0,89802.01804027706,
2021-01-01,124079.0,98938.09766483307,
2021-02-01,109910.0,95208.37094204873,
2021-03-01,44353.0,91478.64421925694,
2021-04-01,530139.0,87748.91749646515,
2021-05-01,44966.0,84019.1907736808,
2021-06-01,45320.0,80289.46405088902,
2021-07-01,226501.0,76559.73732809722,
2021-08-01,24383.0,72830.01060531288,
2021-09-01,55542.0,69100.2838825211,
2021-10-01,33390.0,65370.55715973675,
2021-11-01,25790.0,61640.83043694496,
2021-12-01,25951.0,57911.10371415317,
2022-01-01,65365.0,67047.18333871663,
2022-02-01,57290.0,63317.456615932286,
2022-03-01,144616.0,59587.729893140495,
2022-04-01,18006.0,55858.003170348704,
2022-05-01,54798.0,52128.27644756436,
2022-06-01,38969.0,48398.54972477257,
2022-07-01,50849.0,44668.82300198078,
2022-08-01,21841.0,40939.09627919644,
2022-09-01,17958.0,37209.36955640465,
2022-10-01,7817.0,33479.64283362031,
2022-11-01,26836.0,29749.91611082852,
2022-12-01,21850.0,26020.189388036728,
2023-01-01,29573.0,35156.26901260018,
2023-02-01,10424.0,31426.542289815843,
2023-03-01,13110.0,27696.815567024052,
2023-04-01,31702.0,23967.08884423226,
2023-05-01,51453.0,20237.36212144792,
2023-06-01,7135.0,16507.63539865613,
2023-07-01,8032.0,12777.908675864339,
2023-08-01,0.0,9048.181953079998,
2023-09-01,5611.0,5318.4552302882075,
2023-10-01,0.0,1588.7285075038671,
2023-11-01,0.0,-2140.998215287924,
2023-12-01,11319.0,-5870.724938079715,
2024-01-01,3363.0,3265.354686483741,
2024-02-01,0.0,-464.3720363005996,
2024-03-01,0.0,-4194.0987590923905,
2024-04-01,0.0,-7923.8254818841815,0.0
2024-05-01,,-11653.552204668522,5842.25389766574
2024-06-01,,-15383.278927460313,-2717.079463730156
2024-07-01,,-19113.005650252104,-6580.662825126052
2024-08-01,,-22842.732373036444,-10960.096186518222
2024-09-01,,-26572.459095828235,-11814.979547914118
