Date,Original,Trendline,Prediction
2020-08-01,95093.0,199008.6093659997,
2020-09-01,133410.0,197577.3583097458,
2020-10-01,714178.0,196146.10725349188,
2020-11-01,136481.0,194714.85619723797,
2020-12-01,135254.0,193283.60514098406,
2021-01-01,108753.0,167986.75279662013,
2021-02-01,285821.0,166555.50174036622,
2021-03-01,101803.0,165124.2506841123,
2021-04-01,83938.0,163692.9996278584,
2021-05-01,69917.0,162261.7485715896,
2021-06-01,161515.0,160830.49751533568,
2021-07-01,251717.0,159399.24645908177,
2021-08-01,259203.0,157967.99540282786,
2021-09-01,68601.0,156536.74434657395,
2021-10-01,121236.0,155105.49329032004,
2021-11-01,57567.0,153674.24223406613,
2021-12-01,46574.0,152242.99117781222,
2022-01-01,65305.0,126946.13883346319,
2022-02-01,273181.0,125514.88777720928,
2022-03-01,102354.0,124083.63672095537,
2022-04-01,135689.0,122652.38566470146,
2022-05-01,64149.0,121221.13460843265,
2022-06-01,57152.0,119789.88355217874,
2022-07-01,86053.0,118358.63249592483,
2022-08-01,49068.0,116927.38143967092,
2022-09-01,89305.0,115496.13038341701,
2022-10-01,132911.0,114064.8793271631,
2022-11-01,81194.0,112633.62827090919,
2022-12-01,281428.0,111202.37721465528,
2023-01-01,65698.0,85905.52487030625,
2023-02-01,50616.0,84474.27381405234,
2023-03-01,50520.0,83043.02275779843,
2023-04-01,51347.0,81611.77170154452,
2023-05-01,48154.0,80180.52064527571,
2023-06-01,101368.0,78749.2695890218,
2023-07-01,86716.0,77318.01853276789,
2023-08-01,36875.0,75886.76747651398,
2023-09-01,61122.0,74455.51642026007,
2023-10-01,88859.0,73024.26536400616,
2023-11-01,70137.0,71593.01430775225,
2023-12-01,52228.0,70161.76325149834,
2024-01-01,102491.0,44864.910907149315,
2024-02-01,241818.0,43433.659850895405,
2024-03-01,64872.0,42002.408794641495,
2024-04-01,61148.0,40571.157738387585,61148.0
2024-05-01,,39139.90668211877,60194.51834105939
2024-06-01,,37708.65562586486,71291.54781293243
2024-07-01,,36277.40456961095,70301.12228480547
2024-08-01,,34846.15351335704,52172.92175667852
2024-09-01,,33414.90245710313,55428.786228551566
