Date,Original,Trendline,Prediction
2020-08-01,2.313761432,3.8079745845707293,
2020-09-01,2.297299307,3.9320446611473017,
2020-10-01,3.602233033,4.056114737723874,
2020-11-01,3.685630189,4.180184814299992,
2020-12-01,4.564963258,4.304254890876564,
2021-01-01,3.515089487,3.9701145167632603,
2021-02-01,4.432152829,4.094184593339378,
2021-03-01,4.974958355,4.21825466991595,
2021-04-01,4.196645303,4.3423247464925225,
2021-05-01,4.288951555,4.46639482306864,
2021-06-01,4.578591843,4.590464899645212,
2021-07-01,4.811309735,4.714534976221785,
2021-08-01,4.986602401,4.838605052797902,
2021-09-01,5.269096403,4.962675129374475,
2021-10-01,5.42199386,5.086745205951047,
2021-11-01,5.574908006,5.2108152825271645,
2021-12-01,5.38444885,5.334885359103737,
2022-01-01,5.774610124,5.000744984990888,
2022-02-01,5.653712721,5.124815061567006,
2022-03-01,6.12669573,5.248885138143578,
2022-04-01,5.760465425,5.37295521472015,
2022-05-01,5.512271317,5.497025291296268,
2022-06-01,6.252953203,5.62109536787284,
2022-07-01,6.27753372,5.7451654444494125,
2022-08-01,6.704974146,5.86923552102553,
2022-09-01,7.089729281,5.993305597602102,
2022-10-01,7.361663158,6.117375674178675,
2022-11-01,7.049660375,6.241445750754792,
2022-12-01,7.690075302,6.365515827331365,
2023-01-01,6.289387685,6.031375453218061,
2023-02-01,6.720501333,6.155445529794179,
2023-03-01,6.166958354,6.279515606370751,
2023-04-01,6.243708587,6.403585682947323,
2023-05-01,5.28406477,6.527655759523441,
2023-06-01,5.960987451,6.651725836100013,
2023-07-01,6.246635194,6.775795912676585,
2023-08-01,6.42467074,6.899865989252703,
2023-09-01,6.580194085,7.023936065829275,
2023-10-01,7.405413375,7.148006142405848,
2023-11-01,7.057233623,7.272076218981965,
2023-12-01,7.511520005,7.3961462955585375,
2024-01-01,6.295906923,7.062005921445689,
2024-02-01,6.346903172,7.186075998021806,
2024-03-01,6.244007693,7.310146074598379,
2024-04-01,5.962135862,7.434216151174951,5.962135862
2024-05-01,,7.5582862277510685,6.571735761690531
2024-06-01,,7.682356304327641,6.83041946023882
2024-07-01,,7.806426380904213,6.962041325447107
2024-08-01,,7.930496457480331,7.200397932595168
2024-09-01,,8.054566534056903,7.292085156603455
