video_id,categoryId,how_fast,amount_trending
9XSZIRWZ-Ns,22,0,12
9X_K9pBjDEQ,22,0,9
9XfdYnI7LxI,20,0,12
9XlHw1_9eWc,24,0,11
9Xs_63uStE8,17,0,12
9Y-iPzYAUqI,22,0,14
9YDUqjl6nvo,25,1,4
9YUQHRYb138,25,0,7
9YVOIcdDZB0,27,0,1
9YWljUx1ehQ,22,0,12
9YwUEiWurXk,27,0,13
9Z4vnKRj_UM,24,4,9
9Z8DRLtGfn8,24,0,14
9ZNGeZA_A-s,25,2,7
9_GuIKuMPnk,10,0,10
9_OjyweoUhY,23,0,10
9_WEXdmOkIw,24,0,12
9_ZZnrjESxA,1,0,11
9_kOOA1OrZA,24,0,13
9_nu3bnLs3Y,10,3,9
9_syQoXamMM,24,0,14
9a-AuvwSWFA,10,0,8
9a_otQ6NBio,22,0,10
9afOTHfg4zg,24,0,14
9ag-Qp8n2Yw,24,0,10
9b9QGbw896A,10,2,13
9bGiKZkvv60,24,0,11
9bJCRj_uFzg,17,0,12
9brInvj84DQ,24,1,6
9bwzAt38Pow,23,0,7
9c0mFCgR_ow,17,0,12
9c7v-V9l40g,24,0,13
9c87NbLjH0I,10,0,13
9c9_p9ZSP04,23,4,7
9ckl4y6kCac,22,0,9
9cyNqYE4w50,24,3,10
9d1CgauKVZQ,22,0,14
9d7jNUjBoss,22,1,7
9d7llArnRgg,10,0,11
9dKbQ9CELmU,17,0,12
9dNND29yPhQ,10,0,11
9dV1_3f0cQc,23,1,8
9dv75zQSswo,24,1,14
9e0ofowtCjM,17,0,17
9e6VMe-JZIA,22,0,4
9eAbauFoNKU,22,1,6
9ePEb1gdFw0,24,2,8
9eafrwvtlUc,28,0,11
9ewlXxN0LXc,25,1,8
9ezy4NYdQ8U,25,1,13
9f-gOg5wrbE,24,0,12
9f0t_4A5LZY,10,6,9
9fVKaKtMQD0,24,1,10
9fVheRR6jgU,24,0,9
9fc9aMQEQWQ,22,0,7
9fdHko9kyMU,27,0,18
9fu8aprHm5E,1,0,4
9g0Vp3uKt2s,17,0,11
9g882KfBP-U,19,0,9
9gCKdp2OB9I,26,1,10
9gKvU9yGL8g,26,0,7
9gLSLMpJGGs,25,0,8
9ggQ3gt01Sk,22,0,3
9gmmzYq4jTI,22,0,11
9hAWbeZyVj0,24,0,7
9hD_T-DOsec,22,1,15
9hJSBd720-E,24,0,2
9hJZIC7Fa88,23,0,9
9hmW9wH8AxU,24,0,14
9hyj44M6nRo,24,1,14
9iA9WTnho64,24,0,13
9ik1Ip4bdNc,24,0,13
9ikZnA6XVaU,24,0,10
9ioN9n4ZwGk,24,0,11
9itaNZGeW24,20,0,11
9ixmwNCbo1c,24,1,16
9iybxNbWkj4,24,0,13
9j8UkISRK8s,24,4,5
9jDs47l9Y-Y,1,0,15
9jGTcjipsIQ,24,1,10
9jI2yEO99X4,28,0,5
9jNNFWv-5ak,24,1,10
9jdQwhF-HbY,22,0,11
9jqZrZ1pwh8,24,0,10
9jtrY5kWwJs,10,0,13
9jzugIzksag,24,0,15
9kAU8d6ayCE,24,4,8
9kCOPqUMycQ,27,0,13
9kNcl9_V-8E,23,0,11
9kQgtWrRoTw,20,1,17
9kZp19SygTA,22,0,11
9kccGaxkiv8,24,3,5
9kfc8St6QDg,22,7,4
9ksxFNdZpnI,17,2,11
9l0KcZ5_3ps,25,0,6
9l4ic0sDNUg,23,0,15
9lW94-rU-HA,24,1,7
9laSFGyfb_A,24,1,11
9lwY9umvMzM,10,0,11
9m8ewY1fBjY,24,0,8
9m_lFLW0bkY,24,1,7
9mrlCwoOQtQ,10,0,11
9n2H_Eg4uGg,17,1,13
9n3ImlDnQEo,24,3,7
9n6cJfRE5e0,24,1,15
9nPSjZVowZc,17,1,7
9njqJmBFWN8,20,4,8
9nxexUxiHhA,25,0,8
9nzIFQsUGVI,24,0,16
9o-hlEJQKQU,10,0,13
9o5eSnR97KM,17,0,8
9o8kDyre4NE,17,0,10
9oDGzhOycis,24,0,9
9oHdWt6yMK4,24,0,8
9oLhnxYAp94,10,0,6
9oMSfHxG3ek,22,0,16
9obIofiaw_c,10,0,12
9ockzwPvOQ8,22,0,11
9ojft126Fvw,24,0,11
9orIJeOZIxE,24,0,15
9otjcaIX8Uc,17,0,12
9oyodEkzn94,10,0,5
9pDSxezPTvE,15,0,12
9pEqJpPi29k,26,1,14
9pFgQbrlabo,22,0,14
9pMijdFqCnI,22,0,13
9qNDf5TESGk,24,2,19
9qQ8FiP1GFM,20,0,7
9qQuoqpw7KA,1,0,11
9qT9KyyGGhM,28,1,10
9qXYO5Bk6TM,1,1,4
9qaLzoXlbgQ,17,0,8
9qefqwu4Ltk,24,0,10
9qlFk2jLRB4,10,1,7
9qm4ssz8k_8,24,3,4
9quJv89x35E,24,1,18
9qyPwbDLqm0,23,0,8
9rK52SA66j8,24,0,8
9rS5rnkCtg8,17,1,10
9r_03g8ZWw0,24,0,9
9rhadTURsrw,17,0,11
9rrAIvtLzmg,27,0,9
9ryG9jGkhSc,24,0,5
9s5nuM31TqU,15,0,9
9sJ_I1lHpps,10,0,11
9slgOJ_m6Es,23,0,14
9sycy5izQwY,24,0,1
9t57C7NcjWo,10,0,16
9t8pugoEB34,17,0,8
9tBbh86U-GQ,2,0,12
9tQZBkFJLkg,20,2,10
9tTRghZK45E,22,0,7
9trNIRzbPMc,10,1,8
9tvjkFJghJA,20,2,14
9u-33POsiV4,19,0,14
9uZoPtce2LQ,26,1,10
9ub25Af3Qpw,10,0,14
9uj9DkJKtTY,24,0,15
9ur5kVGIQj4,24,1,10
9uygM3GuMFY,24,0,12
9v1fbnXkchE,24,0,11
9vZ3BWKvl6Y,2,1,6
9wGUAvUIJs4,24,0,15
9wZxVNS5CK0,24,0,9
9wglgdGjT_U,22,1,10
9xBSLI7EsTg,24,6,5
9xmqNrpO8bE,15,1,14
9xoIr0AaoII,22,0,9
9xu0H5eIoXs,24,0,17
9yECQYjkZ-I,17,1,8
9yE_72xf4tw,24,0,6
9yHxTqUygSg,22,0,4
9yRORfK_HLk,24,0,16
9yX9xa4Z3k8,24,0,10
9y_97VDjLe8,24,0,10
9ybHELfifx8,24,0,17
9yfgeHldmpA,22,1,14
9yk1VYIqNI4,24,0,11
9yneHTModes,24,0,13
9ynl1AtroCo,22,0,11
9z_ovaxhWt4,24,0,9
9zkdgMTuTSY,24,0,13
9zwKo8xg-l0,17,0,6
A-1ic10nBc0,26,1,9
A-48a6cLcg8,26,0,16
A-IfMVE885A,22,0,9
A-UU9wgUlHY,22,0,8
A-UX4sy4n1M,24,1,15
A-Wf8MTxooU,22,0,8
A-hBWESUAH8,24,1,7
A-jgfm7GVmo,20,0,10
A-m7dBqBJKU,24,0,4
A05HRYYs4Vw,24,2,6
A0HBS8m_loU,24,0,16
A0R_aFLPATE,10,0,10
A0Th7LQYw7I,17,0,13
A0_z6jK0Zss,24,0,9
A0fCET-KbDk,10,0,12
A10Xfp_rtmI,24,0,8
A10vpm9HIvM,24,0,8
A13h-pQwvSY,19,0,9
A19M1uNC778,25,0,9
A1DFnqzF8-o,22,3,6
A1DlH-6Ko5w,24,0,7
A1L_c3fskYE,22,0,14
A1chARNq32k,22,0,11
A1gHES0LhfU,24,0,11
A1hxoq4HNTc,10,2,2
A1opmC0PYh4,28,2,5
A25zk8QNzEc,17,0,8
A2IMutbB_CM,24,0,12
A2XDQxQ4oGY,10,4,8
A2h8r0QOoVo,23,0,8
A2wHP__VX9E,10,0,13
A37Vr7KxLOM,20,0,9
A3DeMx3Pve8,2,0,12
A3MimEyGAqE,1,0,4
A3tQpki0yd4,24,0,11
A3xV3xIz8Ic,24,0,11
A3ycNSmWVEQ,24,0,20
A41GIwSTgl8,24,0,10
A4VIwoPH6js,22,0,9
A4Vtjn-dyRQ,15,0,16
A4W09G39_Yg,1,0,12
A4xPw4IXb-g,22,0,10
A51JB9G-R4A,23,0,8
A5F1RmdImhU,24,0,13
A5H8zBb3iao,10,0,7
A5MRmlHVNz0,2,0,9
A5zM1DRQrZc,24,0,8
A62PqhwKRqk,26,0,13
A66XfEU_ASo,20,0,8
A6O6mPkNVp0,23,0,12
A6WahgaNC7s,25,0,3
A6YVgm_T9xg,25,0,3
A6fAEQC9IVQ,19,0,13
A72icPv2ZS8,24,0,14
A7ESbgwLNSk,22,0,9
A7LcWpFv4hU,24,2,3
A7OVEZCpBac,23,0,9
A7QNhPeJfzQ,24,0,12
A7TYMNqF-tY,10,0,15
A7dXbz6uJ2I,24,0,3
A7huCOcQe1k,24,0,15
A896Mii6VrA,15,0,12
A8CmtzdnjG8,10,0,12
A8G_PgNmt7U,10,0,12
A8IyCyJXSGk,1,0,10
A8KPWIHGP4c,25,0,3
A8KQhwmdZIw,24,0,16
A8LQEtiGQa8,25,0,3
A8MZONA0E64,22,0,12
A8N-EwhWcYk,24,3,4
A8nmeVsJ55o,22,2,7
A91kusjFo-s,22,0,14
A94W0NvGYA0,19,1,13
A9DGgxa8WTA,24,0,13
A9NOIXJnQkM,22,0,10
A9sohluD7TY,22,0,17
A9sqJ-mHlK0,17,0,4
A9wMTmM3QCM,24,0,8
A9w_uCWk_gQ,24,0,11
AA5BkF0LJKI,15,0,13
AA9wxLSCwQg,17,0,11
AAEvfJpEhY0,23,0,3
AAOOKbk-knM,10,0,8
AARPSln_224,24,1,13
AAwgqmcyrkY,24,0,15
ABMVtdMZbOY,24,0,14
ABN5yzSR-Aw,24,0,14
ABO8gVSLydk,22,0,17
ABQRwPu_0PQ,2,0,8
ABQvefYR9ec,10,1,14
ABSlMyRYkN8,1,0,11
ABUXoFt-QOw,24,0,13
ABW__URel-w,23,0,16
ABeQfc0TZO8,17,0,9
ABfipnCu0nk,20,0,1
ABggi7cHfB4,17,0,11
ABsfdJ0sOd0,24,0,7
AC9HA4AFHPM,26,0,12
ACU8tr6FLiA,22,0,9
ACcWZON1Tv8,25,0,1
ACd9yKvf7gc,10,0,11
ACvCn4nzfWM,17,0,12
ACxta4XqWgE,24,0,14
ADceH7O1aLE,10,1,11
ADrnQjI18Ho,22,0,10
ADtAec-fJyQ,22,0,11
ADux0rN8G68,24,1,9
AE8w8OE1JCQ,24,0,9
AEnvFC1RUaE,22,1,8
AEqgy5m2r54,24,0,11
AFGKadHQWzc,10,1,11
AFgAOGfhKSA,23,0,6
AFl4UZc3LEA,24,0,7
AFlIhs2okGc,24,0,6
AFq2VPo9g7M,24,0,14
AGGrSrk3Czk,10,0,9
AGQw1eRqTwE,24,0,14
AGRgrLOmkn0,24,0,9
AGWGDjQp1DM,10,0,9
AGcf5y7jCTM,22,1,12
AGeLPWIfzZ0,10,0,9
AH16KFNu1Po,22,0,14
AH1DamBivoc,24,0,7
AH7IRUQ3Abc,17,0,11
AH8A79BrTEY,20,0,15
AHE-8sgBSBE,22,0,14
AHPEiQSyezo,24,0,10
AHfegAFFbEQ,1,0,13
AHhlqQz8bBQ,24,3,1
AHikmx0eVXM,10,0,6
AHmIG0EPXR8,24,0,8
AHxoA-9lzCM,22,0,12
AI3Z8uJ1dJc,20,0,3
AIJle7z9CXE,24,0,11
AIKYKempBFQ,20,1,15
AITb5rviX3g,17,0,8
AIY-GZE9GgQ,26,3,9
AIf7f5PeNVc,25,0,15
AJ1s8b3vJuw,24,0,12
AJ5WOaKe0jU,28,0,9
AJAuMtVauuI,24,0,10
AJNxM8LuOxc,23,0,7
AJPLgrfBiBo,10,0,13
AJRe3fzZpqk,10,0,13
AJ_yuAnp2oI,26,0,13
AK-fCJb9qY0,27,0,8
AKEcOCdfV2Q,24,0,14
AKSf8me7OWA,10,0,10
AKwXXHdPQ68,17,0,9
AL5SkIfr26A,10,0,13
ALLB-U-AzCk,22,0,11
ALQrTEdLchM,26,0,12
ALWSMh1-qb8,22,0,18
ALjVBlVThoc,24,3,12
AM1mafxNBlw,22,0,16
AMAaIoyuu2M,15,0,8
AMH9tr6pfpE,24,0,9
AMHqJ1K0TlY,27,0,6
AMIgWet4gfA,26,1,18
AMJD6D9SanM,24,0,8
AMaVhBX9SwY,23,0,8
AN0sdC5Ou5Y,26,0,12
ANKZcvofb9w,24,2,8
ANOsrpq6ToI,26,0,11
ANeA74wyT0I,10,0,10
ANrW-tDISus,10,0,11
ANylSnlWZf0,20,1,15
AOOC_Z0HIX0,15,0,8
AObB6HvQrh4,22,0,7
AOcQJWTo5Qs,26,6,2
AOn4CRsLLxw,24,1,12
AOwjsNNdM4c,22,0,9
AOzKtNQSkWU,24,0,10
APF3ulUFKak,15,1,16
APmAALBzPac,17,0,13
APw3FFCdaLw,22,0,9
APwi7jovQNI,24,0,6
APzL9BxmuVs,26,0,11
AQ2p8hxX90Y,17,3,2
AQ4ZDbC8UAE,24,0,6
AQCS-OjRRqU,19,1,19
AQGUYv95HjQ,26,0,12
AQJ9zVcndPY,22,0,11
AQUAmc23Ll8,10,0,9
AQwu7htUdS0,27,0,9
AR0gejb2p4s,10,1,2
AR14Aa0hNkE,24,0,13
ARF-GBb0DxU,23,0,18
ARtjxHcTQ2M,17,0,12
AS-PozVxj5M,27,0,9
ASAUiSYZnMI,20,4,4
ASFtzAyuVa8,22,0,16
ASGmLtPZrVY,24,0,9
ASZgkgO74l4,27,1,11
ASd14-8ANwo,20,0,11
ASdass18bAI,28,0,6
ASdmL099x8Q,24,0,9
ASo2Gobhp7g,27,0,9
AT19ItuXIN8,24,0,10
AT4bfx81exs,10,0,14
ATCpyB-_JTE,15,0,7
ATQwFIVcABU,24,0,13
ATV51FF_irI,25,1,6
AU-GxjLYiQw,10,0,13
AU0IPuaPph8,22,0,16
AUZ8zD7ohcw,22,5,8
AUgbH5S3v7o,24,0,10
AUgooFfHbZQ,24,0,6
AUriHG2WASQ,22,0,8
AV4rjQEQe1s,24,1,8
AV7NXHq0SF4,28,1,9
AVXvYqP_BKA,10,0,16
AV_2VpQnbbw,10,0,1
AW55J2zE3N4,10,0,11
AW5yM_WqcEs,25,0,10
AW9zKaCiDjM,24,0,17
AWApD9esXDE,25,0,12
AWIpPQ6z-rk,10,0,14
AWNmTbayO_U,24,0,15
AWQOd2czing,24,0,7
AWU8HaHuSBk,22,0,10
AWd8VNd0l_Y,24,0,10
AWg20guw4pk,10,0,7
AWqpClaW-uw,24,0,11
AXXQFT5k4T4,20,0,15
AXcJcxX1Viw,23,0,12
AYBLPwbKnYE,25,0,12
AYFblmAeQvM,24,0,10
AYYbpfjSOaI,22,0,8
AZ2iKyJ5QNs,24,0,11
AZ2lkQ_y_cw,24,0,5
AZZCkl3-0JU,10,1,15
AZdGn07aooA,17,0,2
AZkO_lOP6B4,22,0,11
AZoZbtI67Yk,24,0,14
AZxZIUQHx5Q,23,0,12
A_-1sK23Z6Q,22,0,11
A_9Ie2Dy7ZE,24,0,9
A_NvaoL95NI,24,0,10
A_PCSgdfZjc,24,0,13
A_pZmHAw9tw,24,0,8
A_y62zYYO5M,17,0,10
A_zeFejlG6M,24,1,10
Aa-dm6vIer4,23,0,4
Aa8kwGY_jwQ,23,1,13
AaFa9PcCvsU,24,0,10
AaOt0jZefis,24,4,11
AaRO5ERg7dY,24,2,9
AaTei1VrAZs,17,0,8
AaWvCsPniX4,24,0,10
Aav_RLIFujY,2,0,5
AbKY_9iz_4g,24,0,13
AbZH7XWDW_k,10,0,15
Abk_5NhccwE,10,2,9
Abse5M4ws-4,15,0,15
Abz9jq9blh4,24,0,4
Ac7j_wLYJ9Y,1,0,13
Ac9B_gVfv0M,24,1,7
AcBVi6ZNCu4,10,0,8
AcBeyBNd2wg,24,0,4
AcXio81i9TE,10,0,10
AcsvUHjY3VI,25,0,4
AcutGmFhnhE,24,0,7
AcznL5daQvA,20,0,12
Ad-eAELhBx8,26,0,9
Ad4vodp70aI,10,0,11
AdX3rUsDCpk,22,0,11
AdmdyOGou88,22,1,8
AdwZdyiPxlU,24,0,12
Ae8NQKXGUCM,15,0,4
AeUZ59NaRSo,28,0,10
AeVP4dzq174,23,0,15
AeeBm4ulKj0,26,0,11
Aek4yoiyqHA,24,0,11
AepreGCI2hw,24,0,8
Af3qhvxl-qU,24,0,13
Af6mMBRRNQc,22,0,14
AfAeiwWsvWI,24,0,14
AfG_YBzxoUo,23,0,18
Afd89J7N1FI,25,1,8
AfvFJwT1a_A,20,0,7
Afx3PTYvoHo,10,0,5
Ag2vihakePo,27,0,5
AgJ-fdcTUOg,24,0,9
AgKM3oI3_NU,17,0,11
AgN0DKgjUjo,22,1,12
AgdwBiQSXFk,20,0,6
AgeAIvk2Dvc,22,0,12
AghaMsYyerE,1,0,11
Agng8clKGS0,19,0,13
AguuEQvI_IA,24,0,4
Ah-djZmi954,22,0,11
AhLxF3mHcZY,25,0,8
AhZixeGz4TQ,26,0,12
AhymcvX7xoI,10,1,10
Ai0bpGn5mZY,27,0,10
Ai7VcUKglSA,26,0,11
Ai8tRHteIXA,24,0,6
AiHYtZIuaLY,24,0,15
AiULPw5IYo8,24,3,5
AipBvMobZ_U,22,1,10
AivY-VlwV58,25,0,12
AjZcRDkAUsA,25,0,11
AjiUbKdecB8,24,0,14
Ajng0YL7P9o,25,0,2
AkCscDtA10g,22,0,12
AkE3MRCQhV0,24,0,6
AkQYMiEc86I,25,0,12
AkSPJoBqGmE,10,0,8
AkeeabfJjd8,22,2,16
AkjU6HoWTXo,10,0,10
AkugjXUj5sM,10,0,12
Akwcivjmkh8,10,0,9
Al2Qd4cDUso,17,0,10
AlE1NE8gQCM,24,0,7
AlEaZqA3ttA,27,0,5
AlJ93-8MY7w,22,0,7
AlKlzYq8Mpw,17,0,14
AlSliGFEcN0,23,0,10
Ald3xE5Lhtg,22,0,14
AluvqqmO5X4,10,1,4
AlznbCXH9DA,28,0,6
AmHsd9NG_fs,17,1,8
AmSWNdcT-rQ,10,1,11
Ame-nCgZh64,24,0,19
AmgLL3FlHus,25,1,1
AmkdOXPmG_Y,22,0,12
An2HJ9MgAEs,24,0,8
An5vF_JQ1Hs,20,0,10
An7ZnTEz40s,10,0,17
AnKxBDFV1BA,23,0,10
AnLV85Y4zLs,10,2,5
AnNKPe5e1KQ,22,0,14
AnNntcqcw2s,22,0,12
AnXM9fV7n1o,24,2,6
An_LgL2RgSI,24,0,12
AnampRbwQw4,22,0,11
AnbIPTxuE1g,2,0,11
AoCmsrfP03g,10,0,6
AoJj4NXAjrc,17,0,4
AoK0lbqdZ20,10,0,12
AoL6H6WL2xE,20,0,8
AoTe9BOdhGs,24,0,7
AoVVxAzp33Q,22,1,8
AodqZFbXZFk,17,0,11
AokhHfAPomI,17,0,7
AombnmYX69g,24,1,5
AoxEs-1uVIE,24,0,13
ApFI4NsqvhY,26,1,11
ApVPrB-Lz4k,24,5,10
Apm-Hzhvd7U,20,0,16
ApnByYYoN-Y,22,0,10
ApsU08-_fl4,24,0,8
Aq6rfx7gGmc,25,0,5
Aq9A0h7_Cu0,17,0,9
AqCf3yMfexI,22,0,9
AqZ6BwFax04,22,1,8
AqbXp8tjZe0,28,0,7
AqmLtMbM9JI,20,3,7
AqrGqUAxwsE,24,0,10
AqrUjg2_lpE,19,0,12
ArGo5m8hc5I,17,0,13
ArIIU6PsZK8,24,1,12
ArLFez--6Mc,28,0,13
ArVNxIctIqY,24,2,15
ArW_ZN1VoYI,20,0,7
Arb-HwAXj1o,24,6,4
ArmDp-zijuc,10,0,13
ArsvoA9_Tgw,26,2,9
AsPsb2zjLck,23,0,12
AsRBIHAzw40,25,1,16
AsVifrh1rgY,22,2,8
Asg7XIphjgM,10,0,4
Ashb-o4MjUs,24,0,11
Asiq_fleD0A,17,4,5
AsqjtBdiHeE,23,1,6
AtFDI_5Tchg,10,1,15
AtIumozekUM,24,2,5
AtKVn4iYA1w,25,0,9
Atx01zJHt3Y,1,0,5
Au4E3YK7QOQ,10,0,7
Au5QBtZrE_A,24,1,7
Au6VYiOfO5g,26,1,9
AuMN_3x9DE0,23,0,11
Au_8goNfuZw,10,0,13
AuddWdugWO8,26,1,10
Aui0ZKIaXVc,10,0,12
AuljlsNsejA,22,0,10
AuuoAzd9HDU,24,0,9
AvAZEJQMEW0,17,0,8
AvDc22_o9Ec,24,0,9
AvJgS3DRN5k,24,0,12
AvM16Vy1byc,10,0,14
AvM3wyWTRAc,19,0,6
Avgj5ujkih8,24,0,14
AvtgWgXcq-E,22,0,11
Aw-zzlClssg,17,0,1
Aw8ukEhtvfI,24,0,5
AwM3k4xrrug,24,0,9
AwQ4g5o1F4Y,24,0,12
AwZpIsXpBuc,24,0,15
AwcevO7sn3M,22,2,3
AwkKq6FcwtY,24,6,6
Aws2A4yicyI,19,0,14
AxGW1YltpPE,10,0,15
AxT5eBqYS4g,25,4,5
AyQ9yHOnYo0,22,0,12
AylQhdgW9lA,20,1,14
Az4bEZN5g0w,24,0,7
AzIuPcTM5IM,20,0,15
AzUZv8VFRcM,27,0,5
AzUnJIodBqo,24,0,13
Az_Cy_qsHiY,1,0,10
Az_Khgotf1U,10,0,7
AzifmextSDM,10,0,11
B-41G8J4pKI,24,0,6
B-5wDgBNTU0,10,0,9
B-8j11V8qDg,23,1,11
B-9I1tDBg60,28,2,14
B-BiV0pPyf0,24,0,15
B-aslQYrNP4,22,0,8
B-eoXpHQOhk,22,0,9
B-pjIiuoi9A,24,0,16
B-ryYGoNrhs,24,5,10
B01KNNB8aeY,24,1,21
B0ANl5lMYG4,24,0,11
B0I-oe0atmA,22,0,4
B0I5TDbtdW8,22,0,10
B0n0Mbnxm7k,25,0,12
B0rcVmKNxpE,25,0,12
B0z_AM6TgjA,17,1,5
B17yoLxkbPA,22,0,14
B18Qy6dnZSI,24,0,8
B1MIlyKb_W8,24,0,13
B1Ny1ZX4YTw,1,0,10
B1QC0zBF6N4,24,0,9
B1VwxrLY35o,15,1,11
B1kswQk03KM,24,3,7
B1lar7PmD3w,24,1,10
B1qLKqf4YXE,24,0,17
B2UuJwxRWyo,24,0,9
B2Z1iVoda9I,10,0,13
B2cRuv-076k,23,0,14
B2kMiFtuVmk,25,4,1
B2lCsUTVKg4,27,0,7
B2m7lOwIX4o,10,0,6
B2ouyWXV2GI,24,0,18
B2tdQiN7LrI,24,0,13
B364IWmkCLI,22,0,6
B3cQBrfHBco,22,0,10
B3h2xrfwrCw,23,0,6
B3j3ubnqaEM,22,5,4
B3vpgsvZsqE,23,0,6
B4KAmDuXdeU,24,0,11
B4QWdVBGd9k,22,0,15
B4RJagcAMXo,23,0,10
B4_4hO9PbyE,15,0,10
B4b-oRPPFW4,10,2,11
B4cMPdcxU1s,26,0,12
B4n5ezpa_qs,22,2,10
B4xT_SOzil0,17,0,5
B549suUxjQw,15,0,11
B56xg6-s4Rs,25,0,7
B59qtwXKWzs,22,0,9
B5IQqZDSRjk,24,0,10
B63SGCyvuTA,22,0,9
B67OyRMJBEY,15,2,12
B6FbXGc7pk4,24,0,12
B6JiQYIrmN0,24,1,12
B6JyCORKQQs,24,0,10
B6KvM9twLAs,10,0,11
B6__3CLc-cg,24,0,12
B6mSttwXQfw,22,0,8
B6oMhRP_nME,24,0,7
B6vCwzDiPKY,17,0,11
B6zhoRi7wyk,15,1,13
B70t6vaftp4,22,0,10
B7Gyq3cO8eU,25,0,13
B7TAhi3yGIE,22,0,11
B7VvRTZfK8o,27,0,7
B7ZxL6ByTxA,22,0,11
B7gJ1QUhmgY,24,0,9
B7mZNcdsU2U,22,0,15
B7z1ybS2G8Y,26,1,11
B8-OQJ2IxtI,10,0,10
B80VfVJ4YUg,22,1,9
B8G9RVLIW_4,24,0,8
B8YBoDNJ7c4,22,0,13
B8YliLDPUeA,17,2,9
B8cTEX4zfAs,20,0,12
B8pUxNhTIps,17,0,5
B91wtA_DEwk,23,0,16
B92hGHhncSU,10,2,6
B958nOYEXdU,24,0,6
B96eNDTpo2E,24,0,13
B9cO515ZSPo,20,1,6
B9tocxVnK0c,24,0,18
B9wxase7Ch4,24,0,15
BA0mqp97wuY,24,0,8
BAAd6WI-9PY,22,0,12
BATElTRyois,10,0,6
BAXcPyWSVxU,24,1,10
BAc0enWHmo8,19,0,7
BB-Cur6uISw,24,0,9
BBKW4_8smvo,24,0,10
BBLPGgz2u4g,23,1,21
BBQByzOJhOA,24,0,10
BBXkbRZVcaI,24,0,10
BBaUa412ZGA,22,0,16
BBde46w7o44,24,0,13
BBhaVnRz0T0,22,0,7
BC2maVUQ5lk,26,0,10
BCBKpaUwrsY,22,0,10
BCFZxIe2vV4,10,0,11
BCKna5ZoyN4,10,3,9
BCMcHCop4Mg,22,1,6
BCbW6TQi1JA,17,0,10
BClFLS2iWNE,24,0,8
BDVKdvmY7OU,23,0,11
BDcfFK15KXo,24,0,12
BDezPk_egJ8,24,0,7
BDgecAe5q9o,25,0,6
BDjgP7sNuqc,24,0,10
BDqk4Rc0Qgw,24,0,8
BDwbfPBm8ng,24,0,11
BE7qR4FPjOo,20,0,9
BEEp4WBaD7w,1,0,20
BEX9APVZyEM,20,0,7
BEZk9QVjA-s,24,0,11
BEh7xz1IUl4,24,8,8
BEpYD035QOc,24,0,9
BEyeVIBYaiA,24,1,10
BF35GjEBlHQ,26,0,9
BF96cHWov0M,20,0,1
BFF8crCQ1Rg,22,0,12
BFO6xpTmKdQ,22,0,8
BFPu8FSOgEo,28,0,9
BFUKBHUEfIo,1,0,9
BFkh9SgyAMs,10,0,7
BFoZuFle6Gk,25,0,2
BFumTC3YJDE,24,3,10
BG5ptzOnxPo,22,0,5
BGJUn2reqxk,23,0,3
BGNkkVrJZks,10,0,17
BGOwciKiwho,23,0,15
BGXI-uyMDlc,24,0,9
BGZsKqmjqZ8,25,0,1
BGbg279kWuM,10,0,11
BGkhtR40PWE,24,1,4
BGocsbLxhIg,24,0,8
BH64NqUn39E,1,0,8
BHIkQRaafwU,24,0,15
BHNB05qx0jE,23,0,8
BHS6FHPArNg,24,0,10
BHzugJo9prc,24,0,13
BIFnWIi3Vzc,10,0,8
BIc4J_7V3mU,24,0,7
BImjp_NFyfk,24,0,12
BIq1ycMLnmo,24,1,8
BIuOitLGBzc,22,0,8
BJ2RuiokghY,24,0,16
BJPiYH845zQ,22,1,13
BJfnYe5oDRc,24,1,16
BJu_SeONQyU,19,0,15
BKBWMx_ptPA,24,0,3
BKj91w-3tLY,22,0,10
BKqPMdaOppg,15,0,7
BKuUhZNa3Eg,19,0,14
BKydSIPi0Fk,28,1,9
BKyq3x0VZz8,24,1,11
BKzdQ0lsyaM,25,0,9
BL-aIpCLWnU,10,0,9
BLIXx68aLtY,23,0,9
BLMX9rVd91w,20,0,8
BLX0Z0OWDLY,26,0,10
BLdrXYf8D_Q,24,0,11
BLnMSSssntc,22,1,10
BLnwlCPd-l4,24,0,9
BM7aPqnRS2A,22,0,9
BMGqpXKOgu0,24,0,9
BMMt_2MTNFM,24,0,15
BMNADvMGuc8,27,2,11
BMSI_BKMhOA,25,0,10
BMZIig-CLxg,24,0,4
BMhMOjjhg5o,22,1,12
BMjUn8EL3Mg,10,0,9
BN-ZxWm6OB8,24,0,14
BNBvhm7kPIY,22,0,5
BNUScTnPvBE,25,0,3
BNVV0x550jE,24,1,8
BNbd07cks3c,24,3,9
BNpPRVaTilY,23,0,13
BNpqUdrpPQY,22,0,13
BOM16Nnl6vU,22,0,9
BORZwEdEiJg,24,6,2
BOUolhHEkH8,24,0,11
BOW6dxwKYnA,26,0,11
BPDqcEP9U48,24,0,15
BPMIhbEScoA,23,0,13
BPUxQT89nEA,10,0,12
BPhFnyLNHiw,28,2,13
BPzTdXqZrao,20,0,9
BQ6VtF5ML7o,24,1,10
BQETzf4Am-8,17,0,9
BQPUwvOg0cI,20,0,12
BQdPDgSZtg8,24,0,19
BQwm4td1ktg,24,0,9
BR-w92eh1aE,24,0,13
BR2DHip8bOI,24,0,11
BR8axmCjYkw,25,0,9
BRFNzDtl1AQ,24,0,7
