,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
2020-08,0.016743366,0.004263129,0,0,0,0,0,0,0,0.075655234,0,0,0,0,0.019552124,0,0.00969025,0,0.018387129,0.016851718,0,0.028334127,0.025931273,0.040856499,0.036985759,0.02522751,0.02297937,0.004515449,0.06205774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09,0.020030051,0.009016032,0,0,0,0,0,0,0,0.086223264,0,0,0,0,0.010886104,0,0.010269628,0,0.012817524,0.04585422,0,0.058229414,0.024322528,0.042611292,0.037697059,0.036663545,0.0174167,0.041783451,0.023061024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10,0.023116399,0.0157605,0,0,0,0,0,0,0,0.069723719,0,0,0,0,0.017789058,0,0.013118902,0,0.011652185,0.025863712,0,0.024435596,0.092399045,0.034169515,0.009690392,0.023992607,0.02330462,0.02124028,0.037470257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11,0.021154417,0.018280143,0,0,0,0,0,0,0,0.071761421,0,0,0,0,0.011785362,0,0.011456726,0,0.032432927,0.043721336,0,0.029074916,0.017847637,0.03378278,0.00893757,0.019395105,0.0237986,0.015320739,0.027724804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12,0.017254284,0.006985429,0,0,0,0,0,0,0,0.065689376,0,0,0,0,0.01645292,0,0.013735519,0,0.012303739,0.036591314,0,0.048759355,0.018281384,0.038503908,0.028163369,0.019112113,0.023193624,0.023865591,0.021577825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01,0.017483963,0.012454352,0,0,0,0,0,0,0,0.058851963,0,0,0,0,0.019440089,0,0.012143739,0,0.012035336,0.012033093,0,0.052209514,0.017874729,0.027742838,0.011402864,0.022832328,0.021860756,0.015724209,0.033559438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02,0.019626529,0.016601443,0,0,0,0,0,0,0,0.082990894,0,0,0,0,0.018710554,0,0.019798483,0,0.011706846,0.022195887,0,0.044725689,0.021068231,0.039016378,0.010030605,0.019987972,0.022793945,0.022395495,0.016820872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03,0.016074987,0.007219718,0,0,0,0,0,0,0,0.068798555,0,0,0,0,0.021822441,0,0.01036306,0,0.017826567,0.029524902,0,0.055238823,0.025357042,0.031504096,0.007928981,0.013778136,0.017606789,0.027190341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04,0.017296648,0.016994722,0,0,0,0,0,0,0,0.077236103,0,0,0,0,0.019831634,0,0.009149689,0,0.025195308,0.007352073,0,0.033673541,0.018047297,0.027421445,0.009604032,0.019846846,0.025438055,0.030066406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05,0.016028827,0.009217542,0,0,0,0,0,0,0,0.055961305,0,0,0,0,0.016786092,0,0.010330594,0,0.016981167,0.013812762,0,0.022627051,0.021855653,0.031000361,0.009708592,0.016608533,0.020396641,0.012770363,0.022501036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
