,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
2022-08,7.895546418,7.591444243,0,0,0,0,0,0,0,7.605789467,0,0,0,0,7.549769676,0,6.704974146,0,6.767534801,7.252580654,0,6.883917066,7.462230364,7.543427185,7.565692402,6.871110805,7.851247545,7.056931954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09,9.058634476,9.587760757,0,0,0,0,0,0,0,8.901581677,0,0,0,0,8.73381197,0,7.089729281,0,7.919770992,8.281641067,0,9.105672613,8.593273363,8.453665143,6.425640692,9.563396817,9.433939984,8.351980086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10,9.881206175,7.01829023,0,0,0,0,0,0,0,9.578072752,0,0,0,0,8.587143246,0,7.361663158,0,9.650328807,7.209204534,0,8.866252252,9.326631397,9.525093932,9.546297404,8.05084485,9.466928958,10.75596713,5.450431397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11,5.972704024,7.231901709,0,0,0,0,0,0,0,9.426117326,0,0,0,0,7.578844477,0,7.049660375,0,8.026270916,7.064512411,0,7.632525832,8.29948328,8.115735669,6.656171624,7.867088485,7.553495741,6.248154101,0.541655093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12,8.432058399,7.220488426,0,0,0,0,0,0,0,8.587405,0,0,0,0,6.720734326,0,7.690075302,0,7.505956588,7.817568519,0,7.760547066,8.194476014,7.878005006,8.331250548,7.738132789,9.007664578,7.118942626,6.541655093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01,7.462747431,6.268237613,0,0,0,0,0,0,0,7.390144623,0,0,0,0,6.409410829,0,6.289387685,0,6.647594151,6.576041021,0,6.838163988,7.410493556,7.369094643,7.768033889,6.987448447,6.844880468,8.249517293,6.957986111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02,6.993246941,6.681110629,0,0,0,0,0,0,0,7.653433256,0,0,0,0,6.755231645,0,6.720501333,0,7.542211762,7.490496633,0,6.746147024,7.217217609,7.08551585,6.597030165,7.641334383,5.968159041,7.364042034,7.39411948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03,6.815486338,5.159910131,0,0,0,0,0,0,0,7.117075988,0,0,0,0,6.099475257,0,6.166958354,0,6.552129104,6.047943371,0,6.724540673,7.237322361,7.03617377,7.01362714,6.846988419,7.620777761,6.394794627,6.982056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04,6.840921941,7.285574846,0,0,0,0,0,0,0,7.454263071,0,0,0,0,6.529548294,0,6.243708587,0,6.812256991,6.530760681,0,6.275314427,6.887586599,6.598434774,6.975864689,6.638364434,6.004130947,5.528044886,8.513522377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05,6.561944717,5.587836257,0,0,0,0,0,0,0,7.018829035,0,0,0,0,5.511269867,0,5.28406477,0,6.133733576,6.149428241,0,6.234008628,6.389709269,6.479901578,6.212478668,6.538522555,6.573594329,5.939646008,5.624907407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06,5.512900362,5.612131559,0,0,0,0,0,0,0,6.645008177,0,0,0,0,5.990898285,0,5.960987451,0,6.064358443,6.188573645,0,6.107780484,6.364027647,6.411595909,6.08936519,6.382765951,6.27666956,5.808072543,8.824861111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07,6.384981414,6.557195859,0,0,0,0,0,0,0,6.784624667,0,0,0,0,6.657375992,0,6.246635194,0,6.535407679,6.420065586,0,6.325235932,7.12506406,6.774798023,6.927565821,6.70383927,7.050784281,4.325631895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08,6.902641587,0,0,0,0,0,0,0,0,8.289050368,0,0,0,0,7.25854873,0,6.42467074,0,7.453744869,7.23819971,0,7.177760708,7.924552863,7.436126791,8.102525559,6.969297217,6.789053635,8.402156508,8.801064134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09,7.70356502,6.776492003,0,0,0,0,0,0,0,8.78477108,0,0,0,0,7.8147095,0,6.580194085,0,6.510364856,7.166724488,0,7.518367148,7.846857144,7.933574339,7.726865046,7.398428542,8.3673116,6.6471737,7.080013328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10,9.140236914,0,0,0,0,0,0,0,0,8.772513571,0,0,0,0,9.015806375,0,7.405413375,0,8.242895411,8.190440128,0,7.915919223,9.304311375,8.598871978,7.913496188,8.753518234,7.174834229,8.298718691,11.98237037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11,7.430646924,9.124537037,0,0,0,0,0,0,0,8.221246203,0,0,0,0,7.513434163,0,7.057233623,0,7.09508126,7.261124744,0,7.206361883,7.825708115,7.695318099,8.505707657,7.292940592,7.29995622,5.263960359,6.815113536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12,7.971186239,8.155393518,0,0,0,0,0,0,0,8.777785781,0,0,0,0,7.049063978,0,7.511520005,0,8.457968011,8.569395529,0,8.17090774,9.322816451,8.986399034,8.328641267,8.619871488,9.782183642,9.350366559,8.533674242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01,8.440507217,7.010393519,0,0,0,0,0,0,0,9.097586718,0,0,0,0,7.30088521,0,6.295906923,0,7.279106491,6.017768125,0,6.937180529,7.202758617,7.466977412,8.359529058,7.868354569,7.985948653,6.053618345,7.466982517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02,8.127899633,0,0,0,0,0,0,0,0,7.661271981,0,0,0,0,3.744947274,0,6.346903172,0,7.562916851,6.865804372,0,7.39773474,7.228147206,7.490100759,7.026706845,6.267251189,5.495413851,6.424615546,9.437133247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03,7.211353738,0,0,0,0,0,0,0,0,8.009227996,0,0,0,0,8.066026804,0,6.244007693,0,7.48166519,7.056314411,0,7.080506149,8.018125485,7.924464012,7.151326389,8.256270364,8.246917276,7.163692739,8.809996999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04,9.846851243,0,0,0,0,0,0,0,0,9.271775162,0,0,0,0,7.212627131,0,5.962135862,0,8.239578109,7.653963605,0,8.659981708,7.946825547,9.178869229,7.639291336,8.691253979,17.58324074,13.38502894,7.351844487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
