,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
2022-04,0.00254,0.002307013,0,0,0,0,0,0,0,0.003120656,0,0,0,0,0.002033681,0,0.001792279,0,0.001572303,0.001815029,0,0.001855521,0.001480469,0.001946648,0.001951644,0.000746605,0.001423758,0.000860827,0.004311982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05,0.000799628,0.001580136,0,0,0,0,0,0,0,0.003023091,0,0,0,0,0.001690925,0,0.001350456,0,0.001914056,0.002321258,0,0.002648435,0.001518642,0.001930262,0.003379816,0.000656242,0.00155968,0.00449991,0.003352601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06,0.000935114,0.001820826,0,0,0,0,0,0,0,0.010164558,0,0,0,0,0.001633132,0,0.001900082,0,0.002041387,0.001413428,0,0.002338732,0.001466052,0.001502363,0.001197845,0.000580903,0.000918907,0.001748644,0.002100768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07,0.001453193,0.002228092,0,0,0,0,0,0,0,0.005498822,0,0,0,0,0.000867142,0,0.002638285,0,0.001836313,0.00234559,0,0.001826623,0.001352478,0.001491481,0.002761486,0.000709252,0.001432656,0.001605215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08,0.001205886,0.002341009,0,0,0,0,0,0,0,0.005669439,0,0,0,0,0.001425518,0,0.001308972,0,0.00220468,0.002249329,0,0.001729059,0.001672143,0.001370929,0.002211916,0.00066682,0.001304197,0.002090808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09,0.008833437,0.00018812,0,0,0,0,0,0,0,0.00854923,0,0,0,0,0.000306052,0,0.001983535,0,0.002875368,0.002209513,0,0.001607506,0.001357259,0.001179423,0.001625822,0.000601638,0.001379512,0.000284317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10,0.001798797,0.00209865,0,0,0,0,0,0,0,0.004563142,0,0,0,0,0.001832411,0,0.001567656,0,0.002192027,0.002345422,0,0.001848306,0.001431472,0.002144075,0.002703282,0.000630497,0.001714779,0.001864281,0.000411739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11,0.000736824,0.002466923,0,0,0,0,0,0,0,0.002729505,0,0,0,0,0.00201058,0,0.001722277,0,0.000964723,0.001865533,0,0.001356635,0.001130802,0.000905417,0.002264859,0.000964458,0.000977009,0.001646471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12,0.001462052,0.003147045,0,0,0,0,0,0,0,0.003140062,0,0,0,0,0.000784647,0,0.002114777,0,0.001344369,0.002003477,0,0.001708351,0.001162375,0.001389575,0.001582792,0.000380384,0.000955677,0.002159878,0.000457844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01,0.001633366,0.001798579,0,0,0,0,0,0,0,0.002728363,0,0,0,0,0.001848082,0,0.001249706,0,0.001257948,0.002032212,0,0.002189605,0.001300493,0.001518139,0.001382974,0.000655754,0.001656713,0.000674407,0.001930948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02,0.000706135,0.001518069,0,0,0,0,0,0,0,0.003517842,0,0,0,0,0.001033096,0,0.001281054,0,0.001409435,0.002360104,0,0.002756119,0.001417252,0.001964233,0.002731107,0.000576417,0.001546092,0.000589557,0.002933116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03,0.002159488,0.001364062,0,0,0,0,0,0,0,0.004005376,0,0,0,0,0.001439262,0,0.001480197,0,0.001337911,0.002217475,0,0.001905948,0.001276623,0.001462402,0.002844763,0.000684524,0.001431881,0.001734347,0.002126504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04,0.002345011,0.002056378,0,0,0,0,0,0,0,0.004762511,0,0,0,0,0.001018649,0,0.001420664,0,0.001838252,0.003332707,0,0.001721999,0.001777857,0.00125377,0.002376658,0.001214784,0.00151229,0.000795349,0.002658862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05,0.001947061,0.001853366,0,0,0,0,0,0,0,0.002425537,0,0,0,0,0.001412329,0,0.001143849,0,0.001085155,0.001923544,0,0.002147652,0.001624136,0.001481391,0.002975515,0.001513412,0.001041883,0.001490716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06,0.001871422,0.001844339,0,0,0,0,0,0,0,0.005898542,0,0,0,0,0.001545066,0,0.001625783,0,0.001197303,0.00139915,0,0.001745867,0.001141781,0.001358922,0.002334922,0.000586234,0.000923345,0.000175396,0.0031733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07,0.001070391,0.001220162,0,0,0,0,0,0,0,0.00442737,0,0,0,0,0.001664563,0,0.002336518,0,0.001257628,0.002469428,0,0.002008564,0.000836552,0.002271671,0.001822562,0.001040331,0.00209736,0.001667673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08,0.000663934,0,0,0,0,0,0,0,0,0.002041776,0,0,0,0,0.001642689,0,0.00111653,0,0.001590903,0.001989316,0,0.001730587,0.000937092,0.001926286,0.001736036,0.001948809,0.001307332,0.000664494,0.002664887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09,0.001052728,0.002245739,0,0,0,0,0,0,0,0.003367035,0,0,0,0,0.00101422,0,0.00145502,0,0.001463478,0.002037684,0,0.001726577,0.001188346,0.001741424,0.003328992,0.000476982,0.000448619,0.000294039,0.002574046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10,0.000598986,0,0,0,0,0,0,0,0,0.002465611,0,0,0,0,0.001215702,0,0.001348292,0,0.001152332,0.001831476,0,0.002128279,0.001035692,0.001655675,0.001872952,0.000568043,0.001117393,0.001824868,0.001269839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11,0.001709864,0,0,0,0,0,0,0,0,0.002507282,0,0,0,0,0.001133789,0,0.001430186,0,0.001338437,0.002310614,0,0.001637723,0.001414648,0.00135857,0.002536392,0.000642883,0.00315268,0.000109636,0.001643856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12,0.001010248,0.002220822,0,0,0,0,0,0,0,0.00191466,0,0,0,0,0.000971567,0,0.001608087,0,0.001685394,0.004544369,0,0.001769874,0.00131422,0.000926666,0.002079448,0.001006555,0.000894649,0.00061214,0.002400563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01,0.001509038,0.000345376,0,0,0,0,0,0,0,0.003365235,0,0,0,0,0.0015922,0,0.002038885,0,0.001580088,0.000542359,0,0.001571352,0.001016267,0.001229746,0.001939111,0.000675505,0.001288742,0.002006151,0.001934397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02,0.00077596,0,0,0,0,0,0,0,0,0.002387568,0,0,0,0,0.001626253,0,0.002207308,0,0.002357064,0.001241387,0,0.001691257,0.000961403,0.001387318,0.002599359,0.000493949,0.002308796,0.002085128,0.008358182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03,0.000796092,0,0,0,0,0,0,0,0,0.001784099,0,0,0,0,0.001334869,0,0.001743253,0,0.001998139,0.002199372,0,0.001534338,0.001103387,0.001506664,0.001564508,0.001474065,0.001241815,0.00127466,0.001305686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04,0.001840988,0,0,0,0,0,0,0,0,0.002988618,0,0,0,0,0.002872583,0,0.002314139,0,0.002040742,0.001374171,0,0.00165075,0.001265585,0.00172384,0.001766649,0.001879378,0.001339628,0.00090192,0.002123801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
