Date,like_Original,like_Trendline,like_Prediction,num_Original,num_Trendline,num_Prediction,view_Original,view_Trendline,view_Prediction
2020-08-01,127934.0,534133.1633189619,,19601.0,37383.49977512658,,5071210.0,25401374.589178085,
2020-09-01,175732.0,512093.2066143453,,19075.0,35695.770106859505,,4793099.0,24564236.31128311,
2020-10-01,460377.0,490053.2499097288,,57663.0,34008.04043858871,,19188286.0,23727098.033388138,
2020-11-01,361825.0,468013.293205142,,29919.0,32320.31077032164,,18655480.0,22889959.755493164,
2020-12-01,361321.0,445973.3365005255,,53107.0,30632.58110205084,,18905340.0,22052821.47759819,
2021-01-01,694664.0,588165.0907651186,,61672.0,39290.50388929621,,30424580.0,27231737.08435154,
2021-02-01,447411.0,566125.134060502,,35970.0,37602.77422102913,,22384012.0,26394598.80645657,
2021-03-01,330237.0,544085.1773559153,,32736.0,35915.044552758336,,23968192.0,25557460.528561592,
2021-04-01,352890.0,522045.2206512988,,26143.0,34227.314884491265,,17780659.0,24720322.25066662,
2021-05-01,504069.0,500005.2639466822,,28525.0,32539.58521622047,,30350001.0,23883183.972771645,
2021-06-01,406765.0,477965.30724206567,,22369.0,30851.85554794967,,22028523.0,23046045.69487667,
2021-07-01,1308266.0,455925.3505374789,,61115.0,29164.1258796826,,30214039.0,22208907.416981697,
2021-08-01,644892.0,433885.3938328624,,22268.0,27476.396211411804,,36633715.0,21371769.139086723,
2021-09-01,444254.0,411845.4371282458,,33536.0,25788.666543144733,,22452949.0,20534630.86119175,
2021-10-01,465424.0,389805.4804236293,,19252.0,24100.936874873936,,34490172.0,19697492.583296776,
2021-11-01,664637.0,367765.52371904254,,22768.0,22413.207206606865,,34662397.0,18860354.3054018,
2021-12-01,254072.0,345725.567014426,,11511.0,20725.47753833607,,16209594.0,18023216.02750683,
2022-01-01,908534.0,487917.3212790191,,61387.0,29383.40032558143,,38804828.0,23202131.634260178,
2022-02-01,468606.0,465877.36457440257,,15792.0,27695.67065731436,,26005876.0,22364993.356365204,
2022-03-01,572187.0,443837.4078698158,,14705.0,26007.940989043564,,31506901.0,21527855.07847023,
2022-04-01,495603.0,421797.4511651993,,17380.0,24320.21132077649,,23278721.0,20690716.800575256,
2022-05-01,537590.0,399757.49446058273,,18782.0,22632.481652505696,,28620561.0,19853578.522680283,
2022-06-01,498752.0,377717.5377559662,,13803.0,20944.7519842349,,23761290.0,19016440.24478531,
2022-07-01,89959.0,355677.58105137944,,4008.0,19257.022315967828,,5651020.0,18179301.96689033,
2022-08-01,218427.0,333637.6243467629,,8028.0,17569.29264769703,,12039223.0,17342163.68899536,
2022-09-01,358402.0,311597.66764214635,,13421.0,15881.56297942996,,22307447.0,16505025.411100388,
2022-10-01,131806.0,289557.7109375298,,5867.0,14193.833311159164,,9305351.0,15667887.133205414,
2022-11-01,294392.0,267517.75423294306,,20463.0,12506.103642892092,,21217109.0,14830748.85531044,
2022-12-01,293459.0,245477.7975283265,,8891.0,10818.373974621296,,23373767.0,13993610.577415466,
2023-01-01,199949.0,387669.55179294944,,8573.0,19476.29676186666,,13073505.0,19172526.184167866,
2023-02-01,231555.0,365629.5950883329,,9281.0,17788.567093599588,,16101197.0,18335387.90627289,
2023-03-01,261354.0,343589.63838374615,,10949.0,16100.837425328791,,15995046.0,17498249.628377914,
2023-04-01,498341.0,321549.6816791296,,24707.0,14413.10775706172,,20338603.0,16661111.35048294,
2023-05-01,197757.0,299509.72497451305,,17903.0,12725.378088790923,,11829559.0,15823973.072587969,
2023-06-01,176931.0,277469.7682698965,,8725.0,11037.648420520129,,14883126.0,14986834.794692991,
2023-07-01,136031.0,255429.81156530976,,8920.0,9349.918752253056,,8574192.0,14149696.51679802,
2023-08-01,510263.0,233389.8548606932,,27978.0,7662.189083982259,,14356458.0,13312558.238903046,
2023-09-01,131233.0,211349.89815607667,,4041.0,5974.459415715188,,8472010.0,12475419.961008072,
2023-10-01,191841.0,189309.9414514601,,6811.0,4286.729747444391,,11990284.0,11638281.683113098,
2023-11-01,187617.0,167269.98474687338,,6950.0,2599.00007917732,,10810683.0,10801143.405218124,
2023-12-01,115429.0,145230.02804225683,,6614.0,911.2704109065236,,6570929.0,9964005.12732315,
2024-01-01,181334.0,287421.78230685,,6910.0,9569.193198151886,,10229382.0,15142920.7340765,
2024-02-01,103247.0,265381.8256022334,,2179.0,7881.463529884815,,4411388.0,14305782.456181526,
2024-03-01,174635.0,243341.86889764667,,12523.0,6193.733861614019,,8495554.0,13468644.178286552,
2024-04-01,71227.0,221301.9121930301,71227.0,4987.0,4506.004193346947,4987.0,2653538.0,12631505.90039158,2653538.0
2024-05-01,,199261.9554884136,157271.31774420678,,2818.274525076151,4901.357262538075,,11794367.622496605,8286722.081248302
2024-06-01,,177221.99878379703,142319.8393918985,,1130.5448568053544,3423.6124284026773,,10957229.344601631,7862659.962300816
2024-07-01,,155182.04207921028,139530.95103960513,,-557.1848114617169,2301.2425942691416,,10120091.066706656,7388517.198353329
2024-08-01,,133142.0853745937,173597.71268729685,,-2244.914479732513,3925.472760133744,,9282952.788811684,7211830.0744058415
2024-09-01,,111102.1286699772,122946.6843349886,,-3932.6441479995847,1271.9929260002075,,8445814.51091671,6519011.765458355
