Date,like_Original,like_Trendline,like_Prediction,num_Original,num_Trendline,num_Prediction,view_Original,view_Trendline,view_Prediction
2020-08-01,262103.0,969035.6756171136,,95093.0,199008.6093659997,,27048114.0,71511245.30700302,
2020-09-01,525660.0,986387.2161222248,,133410.0,197577.3583097458,,51185884.0,70360502.11270332,
2020-10-01,2037775.0,1003738.7566273212,,714178.0,196146.10725349188,,155331217.0,69209758.91840363,
2020-11-01,872086.0,1021090.2971324176,,136481.0,194714.856197238,,76119999.0,68059015.72410202,
2020-12-01,1016302.0,1038441.8376375288,,135254.0,193283.6051409841,,73990799.0,66908272.52980232,
2021-01-01,619626.0,795806.3710164726,,108753.0,167986.75279662013,,51024317.0,72102788.71834564,
2021-02-01,2097894.0,813157.9115215838,,285821.0,166555.50174036622,,105962360.0,70952045.52404404,
2021-03-01,644026.0,830509.4520266801,,101803.0,165124.2506841123,,62146315.0,69801302.32974434,
2021-04-01,360730.0,847860.9925317913,,83938.0,163692.9996278584,,39425382.0,68650559.13544464,
2021-05-01,573544.0,865212.5330368876,,69917.0,162261.7485715896,,55518976.0,67499815.94114304,
2021-06-01,788422.0,882564.073541984,,161515.0,160830.49751533568,,66676113.0,66349072.74684334,
2021-07-01,1463402.0,899915.6140470952,,251717.0,159399.24645908177,,104968628.0,65198329.55254364,
2021-08-01,2265441.0,917267.1545521916,,259203.0,157967.99540282786,,133135729.0,64047586.35824204,
2021-09-01,484061.0,934618.6950573028,,68601.0,156536.74434657395,,37279587.0,62896843.16394234,
2021-10-01,595246.0,951970.235562399,,121236.0,155105.49329032004,,52989478.0,61746099.96964264,
2021-11-01,456144.0,969321.7760674952,,57567.0,153674.24223406613,,35302645.0,60595356.77534104,
2021-12-01,360581.0,986673.3165726066,,46574.0,152242.99117781222,,31944941.0,59444613.581041336,
2022-01-01,607426.0,744037.8499515355,,65305.0,126946.1388334632,,56324877.0,64639129.76958275,
2022-02-01,1597753.0,761389.3904566467,,273181.0,125514.88777720928,,125691166.0,63488386.57528114,
2022-03-01,950407.0,778740.930961743,,102354.0,124083.63672095536,,59445744.0,62337643.380981445,
2022-04-01,961078.0,796092.4714668542,,135689.0,122652.38566470146,,75707512.0,61186900.18668175,
2022-05-01,653231.0,813444.0119719505,,64149.0,121221.13460843264,,47501748.0,60036156.99238014,
2022-06-01,391529.0,830795.5524770468,,57152.0,119789.88355217874,,30078707.0,58885413.798080444,
2022-07-01,509438.0,848147.0929821581,,86053.0,118358.63249592484,,32617028.0,57734670.60378075,
2022-08-01,457832.0,865498.6334872544,,49068.0,116927.38143967092,,37485909.0,56583927.40947914,
2022-09-01,663738.0,882850.1739923656,,89305.0,115496.130383417,,45023156.0,55433184.21517944,
2022-10-01,1400543.0,900201.7144974619,,132911.0,114064.8793271631,,84783245.0,54282441.02087975,
2022-11-01,595917.0,917553.2550025582,,81194.0,112633.6282709092,,47143392.0,53131697.82657814,
2022-12-01,4696139.0,934904.7955076694,,281428.0,111202.37721465528,,133076905.0,51980954.63227844,
2023-01-01,616491.0,692269.3288865983,,65698.0,85905.52487030625,,52570774.0,57175470.82082176,
2023-02-01,471852.0,709620.8693917096,,50616.0,84474.27381405234,,39511218.0,56024727.62652016,
2023-03-01,397089.0,726972.4098968059,,50520.0,83043.02275779843,,34130589.0,54873984.43222046,
2023-04-01,487782.0,744323.9504019171,,51347.0,81611.77170154452,,36142951.0,53723241.23792076,
2023-05-01,547735.0,761675.4909070134,,48154.0,80180.52064527571,,42098225.0,52572498.04361916,
2023-06-01,602432.0,779027.0314121097,,101368.0,78749.2695890218,,62350253.0,51421754.84931946,
2023-07-01,539340.0,796378.571917221,,86716.0,77318.01853276789,,37113352.0,50271011.65501976,
2023-08-01,389153.0,813730.1124223173,,36875.0,75886.76747651398,,33026426.0,49120268.46071816,
2023-09-01,539823.0,831081.6529274285,,61122.0,74455.51642026007,,42007674.0,47969525.26641846,
2023-10-01,742800.0,848433.1934325248,,88859.0,73024.26536400616,,65904848.0,46818782.07211876,
2023-11-01,601887.0,865784.7339376211,,70137.0,71593.01430775225,,49040471.0,45668038.877817154,
2023-12-01,405745.0,883136.2744427323,,52228.0,70161.76325149834,,32478334.0,44517295.683517456,
2024-01-01,575284.0,640500.8078216612,,102491.0,44864.91090714932,,50268171.0,49711811.872060776,
2024-02-01,1641942.0,657852.3483267725,,241818.0,43433.659850895405,,109553364.0,48561068.67775917,
2024-03-01,449774.0,675203.8888318688,,64872.0,42002.408794641495,,37213177.0,47410325.48345947,
2024-04-01,297120.0,692555.42933698,297120.0,61148.0,40571.15773838759,61148.0,26423653.0,46259582.289159775,26423653.0
2024-05-01,,709906.9698420763,624526.8399210381,,39139.90668211877,60194.51834105939,,45108839.09485817,44014407.23742908
2024-06-01,,727258.5103471726,641217.5651735864,,37708.65562586486,71291.54781293243,,43958095.90055847,47427049.29027924
2024-07-01,,744610.0508522838,675872.7954261419,,36277.40456961095,70301.12228480547,,42807352.70625877,47172027.86812939
2024-08-01,,761961.5913573802,627148.38567869,,34846.15351335704,52172.92175667852,,41656609.51195717,40562942.340978585
2024-09-01,,779313.1318624914,664219.6959312457,,33414.90245710313,55428.786228551566,,40505866.31765747,41900724.23882873
