Date,like_Original,like_Trendline,like_Prediction,num_Original,num_Trendline,num_Prediction,view_Original,view_Trendline,view_Prediction
2020-08-01,93643.0,670801.6872596741,,17511.0,40368.30930708349,,20738360.0,28126378.362636566,
2020-09-01,1239804.0,687952.5272092819,,71638.0,38192.38540815562,,29672130.0,28609603.187390327,
2020-10-01,2364689.0,705103.3671588302,,53654.0,36016.46150922403,,111330405.0,29092828.01214409,
2020-11-01,147062.0,722254.207108438,,29549.0,33840.53761029616,,9598884.0,29576052.836896896,
2020-12-01,63434.0,739405.0470579863,,9382.0,31664.613711368293,,2657969.0,30059277.661650658,
2021-01-01,1043062.0,416033.4372549653,,175883.0,43600.25240705907,,66334785.0,21070395.08356285,
2021-02-01,555961.0,433184.2772045136,,8870.0,41424.32850812748,,24824680.0,21553619.90831566,
2021-03-01,617246.0,450335.1171541214,,60469.0,39248.40460919961,,22700929.0,22036844.73306942,
2021-04-01,478534.0,467485.9571036696,,48962.0,37072.48071027175,,15915903.0,22520069.55782318,
2021-05-01,25497.0,484636.7970532775,,6458.0,34896.55681134388,,1996576.0,23003294.38257599,
2021-06-01,629284.0,501787.63700282574,,20598.0,32720.63291241229,,14405346.0,23486519.20732975,
2021-07-01,165829.0,518938.4769524336,,26202.0,30544.70901348442,,10929727.0,23969744.03208351,
2021-08-01,1352142.0,536089.3169019818,,74625.0,28368.78511455655,,35955933.0,24452968.85683632,
2021-09-01,1428101.0,553240.1568515897,,29540.0,26192.861215628684,,50121384.0,24936193.68159008,
2021-10-01,461870.0,570390.9968011379,,18255.0,24016.93731669709,,19895630.0,25419418.50634384,
2021-11-01,143383.0,587541.8367507458,,10294.0,21841.013417769223,,7192289.0,25902643.33109665,
2021-12-01,110829.0,604692.676700294,,4558.0,19665.08951884136,,6273258.0,26385868.15585041,
2022-01-01,71218.0,281321.06689727306,,8590.0,31600.728214532137,,6046788.0,17396985.57776165,
2022-02-01,181969.0,298471.9068468213,,6887.0,29424.804315600544,,9134867.0,17880210.402514458,
2022-03-01,372117.0,315622.7467964292,,9674.0,27248.88041667268,,20572102.0,18363435.22726822,
2022-04-01,31800.0,332773.5867459774,,2459.0,25072.95651774481,,2856554.0,18846660.05202198,
2022-05-01,9461.0,349924.42669558525,,2453.0,22897.032618816946,,545122.0,19329884.876774788,
2022-06-01,48578.0,367075.2666451335,,6105.0,20721.10871988535,,3491276.0,19813109.70152855,
2022-07-01,135367.0,384226.1065947413,,15919.0,18545.18482095748,,9917054.0,20296334.52628231,
2022-08-01,47858.0,401376.9465442896,,7995.0,16369.260922029614,,3823881.0,20779559.35103512,
2022-09-01,1669444.0,418527.78649389744,,18422.0,14193.337023101749,,64793822.0,21262784.17578888,
2022-10-01,25841.0,435678.6264434457,,5428.0,12017.413124170154,,2911579.0,21746009.00054264,
2022-11-01,17945.0,452829.46639305353,,1977.0,9841.489225242289,,1200750.0,22229233.82529545,
2022-12-01,11089.0,469980.3063426018,,2016.0,7665.5653263144195,,933386.0,22712458.65004921,
2023-01-01,46829.0,146608.69653958082,,1888.0,19601.20402200893,,2799495.0,13723576.071961405,
2023-02-01,131497.0,163759.53648912907,,20011.0,17425.280123077333,,33942449.0,14206800.89671421,
2023-03-01,29905.0,180910.3764387369,,3188.0,15249.356224149466,,1838156.0,14690025.721467972,
2023-04-01,172753.0,198061.2163882852,,4933.0,13073.432325221598,,6202311.0,15173250.546221731,
2023-05-01,344622.0,215212.056337893,,26054.0,10897.50842629373,,17477512.0,15656475.37097454,
2023-06-01,466672.0,232362.89628744125,,9797.0,8721.584527362138,,55856414.0,16139700.195728302,
2023-07-01,46342.0,249513.7362370491,,4849.0,6545.660628434271,,2907644.0,16622925.020482063,
2023-08-01,93680.0,266664.57618659735,,18975.0,4369.736729506403,,28555543.0,17106149.84523487,
2023-09-01,455924.0,283815.4161362052,,14067.0,2193.812830578536,,47840600.0,17589374.669988632,
2023-10-01,53950.0,300966.25608575344,,7711.0,17.888931646943092,,4225512.0,18072599.494742397,
2023-11-01,144076.0,318117.0960353613,,966.0,-2158.0349672809243,,8810992.0,18555824.3194952,
2023-12-01,1563010.0,335267.93598490953,,34550.0,-4333.958866208792,,56441339.0,19039049.14424896,
2024-01-01,75039.0,11896.32618188858,,11234.0,7601.679829481989,,5599779.0,10050166.566160202,
2024-02-01,60373.0,29047.166131436825,,8489.0,5425.755930550396,,4071213.0,10533391.39091301,
2024-03-01,25146.0,46198.006081044674,,3500.0,3249.832031622529,,2745831.0,11016616.215666773,
2024-04-01,603643.0,63348.84603059292,603643.0,18454.0,1073.9081326946616,18454.0,20460803.0,11499841.040420532,20460803.0
2024-05-01,,80499.68598020077,259304.3129901004,,-1102.0157662332058,9607.892116883397,,11983065.86517334,14666130.24758667
2024-06-01,,97650.525929749,289808.16796487453,,-3277.9396651647985,5113.1451674176005,,12466290.6899271,27604089.30996355
2024-07-01,,114801.36587935686,273876.81293967844,,-5453.863564092666,4494.318217953667,,12949515.514680862,28078095.77734043
2024-08-01,,131952.2058289051,216155.94791445252,,-7629.787463020533,4746.771268489734,,13432740.33943367,21227090.029716834
2024-09-01,,149103.04577851295,340962.07788925647,,-9805.7113619484,3044.6943190258,,13915965.164187431,26717984.73709372
