Date,like_Original,like_Trendline,like_Prediction,num_Original,num_Trendline,num_Prediction,view_Original,view_Trendline,view_Prediction
2020-08-01,675214.0,2219291.263306856,,131728.0,198605.01316282156,,26038598.0,53371429.45717645,
2020-09-01,1069752.0,2231296.8788172007,,177065.0,193025.6117730588,,43981942.0,52973937.6988008,
2020-10-01,9131688.0,2243302.494327545,,514776.0,187446.210383296,,98828814.0,52576445.94042516,
2020-11-01,661383.0,2255308.1098377705,,108548.0,181866.80899353325,,37057175.0,52178954.18204951,
2020-12-01,440039.0,2267313.725348115,,83299.0,176287.4076037705,,24070333.0,51781462.42367387,
2021-01-01,891324.0,1743699.7170295715,,177268.0,186615.51177558303,,49865035.0,55184745.82165122,
2021-02-01,1298777.0,1755705.332539916,,233220.0,181036.11038582027,,61646228.0,54787254.063275576,
2021-03-01,1211527.0,1767710.9480502603,,181492.0,175456.7089960724,,47778719.0,54389762.30489993,
2021-04-01,1050457.0,1779716.5635604858,,194404.0,169877.30760630965,,58205781.0,53992270.546524286,
2021-05-01,1133286.0,1791722.1790708303,,191643.0,164297.9062165469,,51853220.0,53594778.78814888,
2021-06-01,650114.0,1803727.7945811749,,109844.0,158718.50482678413,,38792629.0,53197287.02977324,
2021-07-01,4658986.0,1815733.4100915196,,223285.0,153139.10343702135,,74293693.0,52799795.27139759,
2021-08-01,722422.0,1827739.025601864,,107767.0,147559.70204727352,,34924293.0,52402303.513021946,
2021-09-01,1472510.0,1839744.6411122084,,116754.0,141980.30065751076,,61982737.0,52004811.7546463,
2021-10-01,1302349.0,1851750.2566225529,,100045.0,136400.899267748,,54529938.0,51607319.99627066,
2021-11-01,960927.0,1863755.8721327784,,44649.0,130821.49787798524,,32521162.0,51209828.23789501,
2021-12-01,1315943.0,1875761.487643123,,53010.0,125242.09648822248,,39311395.0,50812336.47951937,
2022-01-01,779147.0,1352147.4793245792,,37875.0,135570.200660035,,36425617.0,54215619.87749648,
2022-02-01,1253185.0,1364153.0948349235,,191969.0,129990.79927027224,,50124472.0,53818128.11912084,
2022-03-01,2025025.0,1376158.7103452682,,88740.0,124411.3978805244,,81096784.0,53420636.36074519,
2022-04-01,859197.0,1388164.3258554935,,59370.0,118831.99649076164,,40102163.0,53023144.60236955,
2022-05-01,1694685.0,1400169.941365838,,94268.0,113252.59510099888,,62073861.0,52625652.84399414,
2022-06-01,1450169.0,1412175.5568761826,,98527.0,107673.19371123612,,67205661.0,52228161.085618496,
2022-07-01,1081433.0,1424181.172386527,,70077.0,102093.79232147336,,51813798.0,51830669.32724285,
2022-08-01,1887656.0,1436186.7878968716,,101381.0,96514.3909317255,,60629368.0,51433177.56886721,
2022-09-01,1532362.0,1448192.403407216,,77597.0,90934.98954196274,,57171832.0,51035685.81049156,
2022-10-01,2064040.0,1460198.0189175606,,84663.0,85355.58815219998,,59144032.0,50638194.05211592,
2022-11-01,729267.0,1472203.634427786,,44719.0,79776.18676243722,,39546283.0,50240702.29374027,
2022-12-01,896846.0,1484209.2499381304,,61094.0,74196.78537267447,,52559646.0,49843210.53536463,
2023-01-01,1132504.0,960595.241619587,,66068.0,84524.889544487,,50802291.0,53246493.93334174,
2023-02-01,933401.0,972600.8571299314,,60309.0,78945.48815472424,,42553491.0,52849002.1749661,
2023-03-01,1376676.0,984606.472640276,,89218.0,73366.08676497638,,69885956.0,52451510.41659045,
2023-04-01,2365049.0,996612.0881505013,,109984.0,67786.68537521362,,61863249.0,52054018.65821481,
2023-05-01,2009015.0,1008617.7036608458,,105076.0,62207.283985450864,,64696570.0,51656526.8998394,
2023-06-01,1263607.0,1020623.3191711904,,72874.0,56627.882595688105,,63824871.0,51259035.14146376,
2023-07-01,695423.0,1032628.9346815348,,42248.0,51048.48120592535,,50502565.0,50861543.38308811,
2023-08-01,766851.0,1044634.5501918792,,49561.0,45469.07981617749,,52888099.0,50464051.62471247,
2023-09-01,677010.0,1056640.1657022238,,46148.0,39889.67842641473,,38833804.0,50066559.86633682,
2023-10-01,917664.0,1068645.7812125685,,54489.0,34310.27703665197,,52611218.0,49669068.10796118,
2023-11-01,1816193.0,1080651.3967227936,,78312.0,28730.87564688921,,55357948.0,49271576.34958553,
2023-12-01,956089.0,1092657.012233138,,63937.0,23151.47425712645,,48650146.0,48874084.59120989,
2024-01-01,1031613.0,569043.0039145947,,66354.0,33479.578428938985,,65291922.0,52277367.98918724,
2024-02-01,600612.0,581048.6194249392,,39732.0,27900.177039176226,,41327083.0,51879876.2308116,
2024-03-01,799450.0,593054.2349352837,,51616.0,22320.775649428368,,46779608.0,51482384.47243595,
2024-04-01,471734.0,605059.850445509,471734.0,39141.0,16741.37425966561,39141.0,30927194.0,51084892.71406031,30927194.0
2024-05-01,,617065.4659558535,811777.7979779267,,11161.97286990285,34573.721434951425,,50687400.9556849,47917410.58784245
2024-06-01,,629071.081466198,732621.915733099,,5582.57148014009,28289.740740070047,,50289909.197309256,47679327.65865463
2024-07-01,,641076.6969765425,950889.4134882712,,3.17009037733078,24648.155045188665,,49892417.43893361,46386829.3494668
2024-08-01,,653082.312486887,701416.0562434435,,-5576.231299370527,19987.024350314736,,49494925.680557966,45788608.39027898
2024-09-01,,665087.9279972315,659204.9239986157,,-11155.632689133286,16736.823655433356,,49097433.92218232,43525477.44609116
